language,programs_total,content_found,origin_found,any_found,unknown,coverage_content_pct,coverage_any_pct,content+origin,content_only,origin_only,not_covered,unknown_bucket
Circus,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Citrine,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Civet,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CJam,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clafer,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Claire,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Clarion,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clarity,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Claro,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clascal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clash,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Clasp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clay,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clean,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Click,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clingo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clio,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clipper,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CLIPS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CLISP,1,0,0,0,0,0.0,0.0,0,0,0,1,0
CLIST,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Clojerl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clojure,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ClojureScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clozure CL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CLP(R),1,0,0,0,1,0.0,0.0,0,0,0,0,1
CLU,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Clue,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cmajor,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CMake,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CMPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CMS EXEC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CMS-2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CMUCL,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Co-dfns,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Coalton,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Coarray Fortran,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COBOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cobra,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Coco,1,0,1,1,0,0.0,100.0,0,0,1,0,0
CoCoA,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Coconut,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CodeQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CODIL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Codon,1,0,0,0,0,0.0,0.0,0,0,0,1,0
CoffeeScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cogent,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cognate,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COGO,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Cola,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ColdC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Color BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
colorForth,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COMAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COMEFROM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Comet,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COMIT,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COMIT II,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Commodore BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Common Intermediate Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Common Lisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Common Workflow Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COMPACT II,1,0,0,0,0,0.0,0.0,0,0,0,1,0
COMPASS,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Component Pascal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COMPOOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COMTRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Concurnas,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Concurrent C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Concurrent Euclid,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Concurrent ML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Concurrent Pascal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Concurrent Prolog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cone,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Conniver,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Constraint Handling Rules,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ConTeXt,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Context Free,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Control Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Converge,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Convex,1,1,0,1,0,100.0,100.0,0,1,0,0,0
COOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
cooltt,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Copilot,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COQ,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Coral,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Coral 66,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CORAL 68,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CORC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CoreASM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Corman Lisp,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Coursewriter,1,0,0,0,0,0.0,0.0,0,0,0,1,0
COW,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cowgol,1,0,0,0,1,0.0,0.0,0,0,0,0,1
COWSEL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
cQASM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Crayon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Creol,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Crumb,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cryptol,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Crystal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CSMP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Csound,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CSP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CSSL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cubical,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cubix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CUDA,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CUDA C++,1,0,0,0,0,0.0,0.0,0,0,0,1,0
CUE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cuis,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cuneiform,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CUPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cur,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Curl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Curly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Curry,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Curv,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CWEB,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CWIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cyan,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cyber,1,0,0,0,1,0.0,0.0,0,0,0,0,1
CycL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cyclone,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cypher,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Cython,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Céu,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Cω,1,0,0,0,1,0.0,0.0,0,0,0,0,1
D,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dafny,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dale,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DAML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dao,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Dark,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DarkBASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DARSIMCO,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Dart,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dartmouth BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
daScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dash,1,0,0,0,0,0.0,0.0,0,0,0,1,0
DASL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DataFlex,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Datafun,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Datalog,1,0,1,1,0,0.0,100.0,0,0,1,0,0
DataWeave,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DATR,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dawn,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DAX,1,0,0,0,1,0.0,0.0,0,0,0,0,1
dBase,1,0,0,0,1,0.0,0.0,0,0,0,0,1
dc,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DCL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DDlog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Deadfish,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Decaf,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DEDAL,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Dedukti,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Delphi,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DERIVE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DEUCE Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dex,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DG/L,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dhall,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dialog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DIBOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Diby,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dictu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Diderot,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DIESEL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dino,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Disciple,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Disco,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DITRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DIV,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DLV,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DLX,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dolphin Smalltalk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DOT,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Draco,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DRAKON,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DSSSL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DTrace,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Duby,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dusa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DWIM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DWScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dyalog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dylan,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Dyna,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dynace,1,0,0,0,1,0.0,0.0,0,0,0,0,1
DYNAMO,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dyon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Dyvil,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Déjà Vu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
E,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Earl Grey,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EASE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Easel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EASYCODER,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EasyLang,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EasyLanguage,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Easytrieve,1,0,0,0,1,0.0,0.0,0,0,0,0,1
eBPF,1,0,0,0,1,0.0,0.0,0,0,0,0,1
eC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ECAP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ecere,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ECL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eclair,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ECLiPSe,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ECMAScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ecstasy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eden,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EdgeQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Edinburgh IMP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Edinburgh ML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Edison,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EDSAC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Efene,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eff,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Effekt,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EFL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Egel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Egglog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Egison,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EGL,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Eiffel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EJS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ela,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elan,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elchemy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Electrum,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ELENA,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elf,1,0,1,1,0,0.0,100.0,0,0,1,0,0
ELI,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eliom,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elixir,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elk,1,0,0,0,0,0.0,0.0,0,0,0,1,0
ELLA,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elliott ALGOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elliott Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elm,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elpi,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elsa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Elvish,1,1,0,1,0,100.0,100.0,0,1,0,0,0
Elymas,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Emacs Lisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Embedded C++,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Emerald,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Emmental,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Emojicode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Encore,1,0,0,0,1,0.0,0.0,0,0,0,0,1
English Electric Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Enso,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Epigram,1,0,0,0,0,0.0,0.0,0,0,0,1,0
EQN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ERB,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Erg,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ergo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ERGOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ErgoScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Erlang,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Es,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Escher,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ESPOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Espruino,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Essence,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Essence Prime,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Estelle,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Esterel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eta,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Etoys,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Euclid,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Euler,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EuLisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eumel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Euphoria,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EusLisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Eve,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Event-B,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EXAPT,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EXEC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EXEC 2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EXEC 8,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Expect,1,0,0,0,1,0.0,0.0,0,0,0,0,1
EXPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Extempore,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Extended Color BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Extended ML,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Extended Pascal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ezhil,1,0,0,0,1,0.0,0.0,0,0,0,0,1
F,1,0,0,0,0,0.0,0.0,0,0,0,1,0
F#,1,0,0,0,1,0.0,0.0,0,0,0,0,1
F*,1,0,0,0,1,0.0,0.0,0,0,0,0,1
F-lite,1,0,0,0,1,0.0,0.0,0,0,0,0,1
F-Logic,1,0,0,0,1,0.0,0.0,0,0,0,0,1
F-Script,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Fable,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FACT,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Factor,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Falcon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
False,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fancy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fantom,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FAP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FARGO,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FASM,2,0,0,0,1,0.0,0.0,0,0,0,1,1
FAUST,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fay,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fe,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FEEL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Feline,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Felix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FemtoLisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fenix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fennel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Feral,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ferite,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ferret,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fetlang,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fexl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ficl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fift,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Figaro,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fika,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Finch,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FIRRTL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fish,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Fjölnir,1,0,0,0,0,0.0,0.0,0,0,0,1,0
FL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FLACC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FlagShip,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flapjax,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flavors,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flex,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flint,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FLIP,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Flix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FlooP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flora-2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flow,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FLOW-MATIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flow9,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FLOWTRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FLPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Flux,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Fluxus,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FMSLogo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FOCAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FOCUS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FOIL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Folders,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Foma,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORMAC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Formality,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Formulog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Formura,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Forsythe,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Forth,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortran,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortran 2003,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortran 2008,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortran 2018,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortran 2023,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORTRAN 66,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORTRAN 77,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortran 90,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortran 95,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORTRAN I,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORTRAN II,1,0,0,0,0,0.0,0.0,0,0,0,1,0
FORTRAN III,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORTRAN IV,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FORTRANSIT,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fortress,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Forum,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FoxBASE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FoxDot,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FoxPro,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FRACTRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Frama-C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Frank,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Franz Lisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Free Pascal,1,0,0,0,0,0.0,0.0,0,0,0,1,0
FreeBASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FreeFEM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FreeMarker,1,0,0,0,0,0.0,0.0,0,0,0,1,0
FreeMat,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Frege,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Frenetic,1,0,0,0,0,0.0,0.0,0,0,0,1,0
FriCAS,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Fril,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Frink,1,0,0,0,0,0.0,0.0,0,0,0,1,0
FrTime,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FunC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Function Block Diagram,1,0,0,0,1,0.0,0.0,0,0,0,0,1
FunL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Futhark,1,0,0,0,0,0.0,0.0,0,0,0,1,0
FutureBasic,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Fuzion,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Fuzuli,1,0,0,0,1,0.0,0.0,0,0,0,0,1
G-code,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Gallina,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gambas,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gambit,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Game Maker Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GameLisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GameMonkey Script,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GAML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gamma,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GAMS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GAP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GAS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
